name,contact,creditCard_number,creditCard_expirationDate,creditCard_cvv,billingAddress_street,billingAddress_city,billingAddress_state,billingAddress_zip,billingAddress_country,device_type,device_model,device_os,browser_name,browser_version,items_name,items_quantity,referrer,isFraudulent
Michael Ramirez,778-723-7577x733,2236960473166244,05/33,702,4453 Kimberly Freeway Suite 155,West Kathyland,Oklahoma,91835,Papua New Guinea,figure,like,reduce,rate,1,because,2,http://bryant-copeland.org/,False
Melissa Cook,001-707-940-0067x20865,2717631498958232,08/32,631,5816 Ryan Fork,Barkerfort,New Mexico,81022,Turkey,could,that,three,meet,5,scientist,5,https://www.mahoney-richards.com/,False
Anne Sharp,370-636-4690x8512,2251552644362420,11/26,931,416 Cunningham Corner,North Robertberg,Vermont,70653,Mongolia,card,dark,operation,outside,5,white,2,http://castro-dickerson.com/,False
Victoria Smith,001-881-271-1285,2234408817822843,04/33,079,9687 Green Underpass,Shannonbury,Arizona,91996,Guam,dinner,customer,level,physical,4,whom,5,http://www.burton.com/,False
Edwin Reynolds,+1-257-395-9588x7621,2385640718931193,02/32,851,39963 Karen Cove,Adamton,Idaho,94821,Seychelles,question,boy,add,seek,7,describe,4,https://www.lucas.org/,False
Jacob Bruce,362-382-5739,2240940584570124,04/28,188,743 Luis Falls Apt. 897,West Tina,Maine,99021,Belgium,check,defense,interesting,last,9,executive,3,https://avila.com/,True
Troy Burton,8568848604,2275404358398350,03/31,928,26921 Anthony Mission Suite 444,Port Sophiamouth,Maine,79391,India,significant,hour,yard,nice,2,western,5,https://www.sullivan.net/,True
Jason Evans,528.746.9728x82049,2272315291104643,08/32,450,544 Anita Spring Apt. 904,North Jasonfurt,Rhode Island,92593,Sudan,force,challenge,in,record,6,not,3,https://smith.com/,True
Lisa Ramirez,001-382-548-3315x2736,2290662509945525,04/31,513,7613 Shannon Manor Apt. 702,Richardport,Connecticut,95518,Marshall Islands,improve,court,improve,floor,3,make,4,https://rodriguez.net/,True
Lisa Fernandez,395.274.5041x74407,2508403496898684,01/32,559,8945 Sheryl Alley,North Robertport,New Mexico,71669,Sudan,cause,upon,page,matter,5,us,2,https://www.allen-nichols.com/,True
Patricia Harris,5755471970,5331347976752323,09/28,002,36296 Butler Dam,Hoport,New Hampshire,42013,France,book,dream,step,deal,1,fill,1,http://watkins.com/,True
Mackenzie Watson,(751)521-4105x97459,2266605095276623,04/32,501,4201 Estrada Locks Apt. 973,Chenstad,North Carolina,08366,Mayotte,in,it,whatever,debate,3,admit,1,http://www.wheeler.com/,False
Alexis Gregory,967-619-9711x96491,2227458375752691,08/28,973,32046 Thompson Course Apt. 977,West Thomasbury,South Carolina,43635,Thailand,fall,trip,subject,likely,9,page,5,https://knight.com/,False
Erik Jones,(980)783-7820x9431,2270152140007780,01/27,482,90020 Ricardo Crossroad Apt. 401,Matthewsshire,Virginia,39798,Western Sahara,think,player,major,yet,6,focus,3,http://www.davis-bell.com/,True
Natasha Taylor,(583)704-7711x1294,2719689395880709,07/29,897,306 Wilson Square Apt. 016,Copelandview,Georgia,36836,United States of America,fact,decide,money,land,3,drive,5,http://andrews-cooke.com/,True
Holly Cook,331-232-7607x928,2293679515315060,11/28,066,726 David Burgs,Ramirezport,South Dakota,64601,Serbia,mention,discuss,as,success,5,drop,3,https://www.rodriguez.biz/,True
Wendy Sanchez,+1-201-720-3475x1406,2297887468654205,06/31,378,308 Erica Path Suite 099,East Rachelberg,Hawaii,08503,Hungary,need,prepare,require,compare,8,evening,4,http://blake-smith.biz/,True
Joshua Ali,001-910-962-7116x292,2701208544840421,10/33,379,99839 Carl Haven,East Scott,Nebraska,05411,Sri Lanka,pull,bring,assume,together,5,strategy,1,http://www.marshall-cox.com/,True
Amber Harris,439-688-4049x8688,2264621162769681,12/33,471,009 Danielle Mission Suite 526,North Rebecca,Massachusetts,05405,Mayotte,entire,office,bank,blue,5,choose,1,https://graham.com/,False
Meghan Greer,958-629-4382,2392360295607576,06/27,267,034 Brown Road,Lake Sylviamouth,Alaska,32004,Greece,policy,true,purpose,society,4,single,2,https://www.palmer.info/,True
Christopher Kelley,001-547-472-7803x687,2384544545226812,01/32,864,1752 Elizabeth Greens Suite 113,Christopherville,Nebraska,81599,Nicaragua,word,speech,feel,anything,6,rate,4,https://www.thompson.net/,True
Rebecca Gomez,(738)800-5076x0876,2224738320420871,06/33,221,339 Christopher Gateway,East Christopherfurt,Wyoming,80789,Netherlands Antilles,choose,both,protect,animal,8,certain,1,http://wallace.com/,True
Aaron Wallace MD,+1-445-590-5562x74913,2569809934812630,02/34,483,38191 Garcia Motorway Suite 425,Port Danny,Utah,26276,Maldives,crime,mouth,current,business,3,toward,4,https://www.gray-clark.com/,False
Deanna Thompson,819.945.9380,2520755275902399,02/32,823,4059 Malone Mountains,South Mark,Alaska,02631,Mozambique,south,none,whole,quickly,3,officer,5,https://www.hines.com/,True
Tamara Moore,(832)964-4233,2706399939658695,01/29,763,898 Grant Ville,New Janetmouth,Louisiana,11545,Grenada,approach,other,think,film,2,eye,5,http://www.bell.biz/,True
Lauren Garcia,5222699831,5113425863490795,05/24,403,383 Kim Hills,Sherristad,Tennessee,62494,Heard Island and McDonald Islands,research,old,building,interesting,6,others,3,https://www.sanchez.net/,True
Debbie Watson,494-960-4073,2262025142154810,11/28,025,733 Leonard Glen,East Johnny,Kansas,72381,Ghana,quite,property,behavior,series,3,build,3,http://www.alvarado.biz/,False
Thomas Simmons,(917)482-2028x09379,2294997429173030,01/26,760,7884 Harrison Square,North Geraldview,Nevada,64433,Eritrea,compare,writer,tree,affect,5,white,2,http://vasquez-ellison.com/,False
Richard Butler,377.274.6643x1148,2290938472105093,02/29,295,6151 John Fields,Lake Lindaville,Virginia,57234,Brazil,major,important,notice,central,4,foreign,1,http://www.jackson.com/,False
Robert Long,001-444-785-8202,2702362279285127,04/24,592,703 Carpenter Plaza,Reedbury,New Jersey,40552,North Macedonia,attack,break,shake,nor,2,ability,5,https://www.cortez.com/,False
Megan Bryan,655-752-6414x41847,2258814901098631,08/28,235,60964 Owens Estate,West Jefftown,Tennessee,47340,Nepal,local,high,success,occur,7,example,1,http://edwards.com/,True
Mary Ballard,238-312-6696x5934,2285428683713411,04/30,416,13797 Jamie Terrace Apt. 464,Alexandermouth,Mississippi,42228,Christmas Island,defense,even,owner,source,2,move,4,https://www.marquez.com/,True
Thomas Andrews,001-334-953-6713x401,5287883709653812,09/29,333,6498 Jordan Street,Jillianborough,Utah,03026,Ecuador,crime,whether,mind,each,9,room,3,https://reyes-cherry.com/,False
Mr. William Miller,+1-647-424-7710x05697,2227303263043326,09/28,571,81125 Douglas Spurs,Deannaville,Maryland,11016,Ireland,special,could,right,long,3,something,5,http://simpson.info/,True
Christopher Campbell,+1-470-801-4645x7495,2642461739452435,02/25,384,99483 Jason Spur Apt. 822,Adamsbury,Mississippi,66616,Liechtenstein,body,hold,social,benefit,5,what,4,https://hernandez.com/,False
Holly Cox DDS,976.405.3358x0870,2530905444910496,07/30,785,52958 Justin Port Apt. 747,New Kylestad,Alabama,68541,Uruguay,two,his,mention,others,5,write,5,https://collins.com/,True
Amber Martin,+1-558-304-9388x73191,5321141876393250,03/31,416,81909 Fisher Gardens,South Willie,Nebraska,28380,Cameroon,public,audience,film,speak,5,ready,3,https://moore.com/,False
Kristi Chavez,702-398-2998,2270329234348003,09/26,895,503 Smith Place,West Terriview,California,98375,Belize,he,street,worry,same,4,various,2,http://lee.info/,False
Robert Wilson,295.398.9564,5170720396893600,04/27,630,3379 Patton Prairie,North Kellie,North Carolina,90980,Guyana,state,cover,like,language,4,sign,2,http://ward.com/,True
Miss Stephanie Rose MD,6616046914,5302800602730555,03/25,360,8051 Lynch Course,Tylerberg,Wisconsin,45956,Lao People's Democratic Republic,shoulder,side,talk,reason,1,fish,5,http://davis-castro.com/,False
Jeffrey Hill,241-677-4286,2578265995458269,04/28,748,787 Adam Falls Apt. 962,Evanschester,Kansas,54830,Italy,born,indicate,itself,store,1,one,3,http://www.butler.com/,True
Justin Hayes,001-877-369-8644,2720186679159915,12/26,199,74234 Jennifer Plains Suite 758,Francesview,Delaware,65368,New Zealand,specific,identify,participant,price,6,leave,5,https://www.lee-austin.com/,True
Joseph Martin,985.643.5655,2717135366782732,06/26,381,71889 Santana Island,New Williamfort,Pennsylvania,20322,Finland,stock,sign,candidate,assume,2,risk,1,https://thompson.com/,False
Danielle Miles,(710)836-2595,2292746412535396,09/33,555,026 Heather Brook Suite 511,Port Elizabethport,Louisiana,86756,British Indian Ocean Territory (Chagos Archipelago),ten,without,believe,but,1,prove,1,https://myers.com/,False
Jeffrey Dominguez,001-307-926-9545x682,2283559619109712,06/25,236,62638 Goodwin Turnpike,Port Robinville,Texas,26929,San Marino,ball,even,example,watch,4,cover,3,http://dennis-johnson.com/,False
Zachary Mccullough,627.623.4447,2362732501170571,03/24,603,569 Brown Estates Suite 370,East Jaredtown,Oklahoma,95873,Lesotho,discussion,may,world,trip,5,else,2,https://www.buckley-cooper.org/,False
Jermaine Kim,899.872.1235x59467,2710887853372412,09/29,648,3495 Jordan Wall,East Micheleshire,Idaho,25015,Bosnia and Herzegovina,red,tell,admit,throw,4,rate,1,http://www.barnes.com/,False
Joshua Simpson,(967)460-2562x283,2720816675834950,12/28,801,87181 Williams Ports,North Jenniferstad,Nevada,91771,Cameroon,law,example,continue,campaign,8,suddenly,2,http://www.stewart-marks.com/,False
Christopher Guzman,001-484-690-2317x99717,2226997193115152,10/30,653,6215 York Skyway,Port Amanda,Maryland,97540,Korea,else,window,cover,sometimes,1,resource,3,https://morris-peck.com/,True
Daniel Taylor,731.294.6711x387,5548735706247052,05/26,784,3844 Christina Mission,Murillostad,Hawaii,80477,Albania,address,beautiful,serve,anything,3,safe,3,http://baker.net/,True
Danielle Owen,001-225-548-8693,2224771557920347,10/32,185,860 Robinson Lock Apt. 839,Port Codyside,Arkansas,65980,Singapore,lose,also,surface,full,3,of,3,http://chambers-graham.com/,True
John Clark,611-494-6526x7307,2663602051618533,06/32,328,047 Anthony Port,Stacyland,Alabama,36908,Sweden,eye,identify,those,order,4,stop,1,https://www.perez.com/,True
Jeremy Tucker,6724109038,5148273937717804,07/24,627,435 Susan Mews,Jerrymouth,Nevada,62448,Niger,two,five,ground,important,2,work,2,http://hebert-key.net/,False
Matthew Paul,+1-814-701-0913x903,2700705534127660,01/32,562,935 Kenneth Spurs Apt. 852,South Christina,North Carolina,15076,Sudan,there,seat,issue,many,3,partner,4,http://tran.com/,False
Travis Brown,(582)842-9463x53869,5438068863451090,06/26,638,35517 Perry Station,South Joshua,Alaska,92235,Romania,almost,month,would,Mrs,6,statement,2,https://www.mcintosh.com/,True
Michelle Graves PhD,(943)912-0307x2607,2266105884079825,01/30,419,65205 Marshall Trail,Nicholeport,Minnesota,71246,Portugal,on,card,second,live,4,present,2,https://www.arias.com/,True
Chad Martinez,(212)487-8390,2720716879047690,05/29,216,8900 Dunn Greens,Deannafurt,Hawaii,35805,Heard Island and McDonald Islands,way,sit,lay,answer,3,attention,2,https://jones.biz/,True
Lauren Gibson,(955)828-5720x96762,5392576276852732,04/24,839,809 Mark Stream,Robertsberg,Kansas,89375,Luxembourg,rather,claim,majority,million,1,range,4,https://roberts-jimenez.com/,False
Janice Berry,406-919-3522x26388,5430179546292757,08/29,788,4018 Gordon Mews,Andrewstad,Kansas,12436,Western Sahara,memory,ahead,hundred,design,2,east,4,http://baker.com/,True
Lisa Caldwell,001-585-635-9267x813,5556924635145004,03/34,614,8477 Sabrina Port,Hayleyton,South Dakota,48471,Afghanistan,term,reflect,large,full,4,book,1,https://www.perry.com/,False
Donna Gonzalez,501-822-2468x19240,2254034373830726,03/33,484,9008 Vicki Parkways,Port Gail,Tennessee,43138,Turks and Caicos Islands,hour,activity,sea,rate,8,discuss,3,https://gutierrez.com/,False
Deborah Williams,285-862-5565,5153224709908321,05/33,232,3590 Ruth Club,Lake Leah,Maryland,79676,Malta,south,former,ask,their,3,happy,5,http://wilkinson.com/,False
Gerald Charles,758-288-4985,2720333089076038,05/28,402,4776 Stephanie Lake Suite 193,Charlesport,Ohio,40392,Ukraine,also,sometimes,name,several,3,institution,5,https://collins-owens.net/,False
Mark Mccann,404-300-9593,2224365404919550,12/25,426,3510 Ochoa Fall Apt. 157,South Brandonshire,Minnesota,55720,Belgium,result,fly,clear,customer,2,spring,1,https://www.weber.com/,False
Darlene Silva DDS,593.380.6780x751,5308095661945079,06/26,236,71374 Clements Shores Apt. 898,Lynchstad,Ohio,65460,Saint Vincent and the Grenadines,lawyer,although,rich,hotel,7,respond,4,https://www.watson.com/,True
Andrea Bradley,001-764-573-8783x04123,5346132043124638,04/26,262,58196 Wendy Prairie Apt. 677,Rebeccatown,Oregon,13187,Kazakhstan,political,friend,measure,truth,8,daughter,5,https://www.parker-simmons.info/,True
Kyle Sparks,(257)720-5012x79637,5477652281868142,04/33,719,01373 Eddie Cliffs,Evansberg,Idaho,42204,Fiji,have,remain,traditional,eat,9,learn,3,http://www.garcia.biz/,False
Tammy Cantrell,628.577.5166,5371528255689234,07/32,533,96723 Theresa Lights,North Danny,Michigan,81392,Togo,them,apply,be,ok,7,better,4,http://lucero.biz/,False
Elizabeth Herrera,+1-328-244-4942,2718550519965712,01/32,694,32206 Tanner Gardens,Christinastad,Georgia,33088,Ecuador,start,go,play,around,1,his,1,http://www.jones.com/,True
Dylan House,+1-927-222-0773x5931,2718917048985844,11/26,634,524 Veronica Glen,East Michaelside,Nebraska,87505,British Virgin Islands,reason,trouble,show,language,6,visit,1,https://petersen-miller.com/,False
Sandra Torres,474-779-7803x5122,5559813533114997,09/25,781,415 Fuller Lane Suite 728,East Hannahborough,Texas,70367,Aruba,owner,price,our,first,6,deep,5,http://hubbard.com/,True
Michelle Saunders,615-275-0455,2264734858677215,01/34,754,26126 Carlson Fall,Stephenberg,Massachusetts,19732,Palestinian Territory,anyone,though,candidate,quality,3,low,4,https://www.stephens.com/,False
Nicole Perez,(680)826-1145x9826,2707621604431184,01/28,586,9963 Aaron Trace Apt. 788,North Aaron,Maine,44719,Chile,manager,issue,line,world,4,necessary,3,https://www.weaver.com/,True
Daniel Davis,308-553-9800,2228280022376909,11/32,204,6813 Andrew Cliffs,Port Rebecca,South Dakota,02238,Angola,take,enjoy,goal,never,9,board,4,https://www.rosario.com/,True
Barbara Bauer MD,833-978-9861x61976,2535179861608141,09/29,867,1432 Abbott Corner,Port Susan,North Carolina,91000,Macao,way,anything,lot,short,2,create,5,https://ayala.com/,False
Donald Peters,598.346.7241,2352168171416881,09/27,893,40642 Stanley Terrace,Port Meredithmouth,Massachusetts,21833,Ukraine,later,set,question,unit,4,television,1,http://wells.com/,True
Michael Sutton,800.597.4765,5508071333045257,06/27,038,71101 Heather Plains,Manuelshire,Iowa,34817,Mauritania,market,western,mean,control,8,possible,1,https://www.fletcher-thompson.net/,False
Rebecca Powell,(776)464-7573x028,2332987579641336,03/24,913,69229 Kevin Forks,West Tomville,Wyoming,72077,Saudi Arabia,window,a,term,religious,6,budget,3,http://www.ross.biz/,True
James Hansen,001-858-891-4604x321,2261076647582717,04/28,220,46214 Mclaughlin Grove Apt. 339,East Patriciaside,Nevada,63078,Papua New Guinea,always,rate,boy,rest,4,range,5,https://www.wallace.com/,False
Shawn Johnson,(850)597-1012,2715699647444984,07/29,004,45174 Nicole Spring Apt. 632,Rothfort,Utah,66937,Chile,health,treatment,ten,live,1,across,2,http://www.evans-webb.biz/,True
Michelle Jenkins,001-306-620-3234x62843,2250115201095972,11/25,892,098 Rhonda Manors Apt. 187,East Tammy,North Dakota,65855,San Marino,safe,far,red,north,1,child,2,http://www.guzman.net/,False
Paul Williams,9127371811,5579705788812489,07/25,973,4075 Wilson Track Suite 429,Suzanneville,North Dakota,46822,Reunion,sound,power,maybe,race,1,everyone,2,https://www.craig-morales.com/,True
Maria Baker,2285424583,2368559423242889,06/24,964,53066 Melissa Isle Suite 117,Padillaport,Oklahoma,14618,Malawi,final,yard,avoid,girl,5,service,4,http://www.keller.info/,False
Jeffrey Crawford,+1-557-593-5672,2567133023120025,01/29,877,1687 Margaret Mall,Valerieburgh,Nevada,65303,Bhutan,fire,medical,pick,life,1,wish,3,https://www.singh.com/,False
Scott Shannon,(249)836-4182,2249433880721972,01/33,076,37751 Harris Hollow,Gordonbury,Washington,10998,Tunisia,season,garden,executive,give,4,call,5,https://andersen.info/,True
Mark Hartman,+1-353-236-5334x97051,2519554944722483,02/26,653,42062 Hudson Knolls,Shawnbury,Ohio,52569,South Africa,force,hundred,almost,very,3,training,3,https://hopkins.com/,True
Douglas Smith,7963758254,5377688165186665,10/27,340,59820 Ward Cliff,North Devinfort,West Virginia,21254,Uruguay,travel,add,unit,not,3,meet,2,http://www.rice-thomas.com/,False
Brandon Anthony,666-845-3597x695,5284255360369025,09/30,042,63243 Michael Junctions,South Keith,North Carolina,61630,Tanzania,energy,despite,because,room,2,well,3,https://hartman.com/,False
Charles Williams,+1-757-544-1776x550,5224560912278688,06/25,981,651 Hill Tunnel,Lake Isabella,New York,42494,Sri Lanka,again,often,front,admit,7,defense,4,http://www.proctor-martin.org/,False
Mrs. Julia Fernandez,638-720-9583x1590,5447442895880270,06/31,425,1142 Shawn Summit Apt. 462,West Marie,Colorado,39542,Spain,perhaps,task,partner,animal,8,story,5,https://espinoza-massey.com/,False
Blake Green,001-734-321-1172,2234041101443628,03/32,386,859 Martin Road Suite 593,Jonathanburgh,Idaho,80060,Belize,experience,home,help,hair,4,school,5,https://williams.com/,False
Sarah Henry,+1-418-446-1027x5163,2711634973788237,03/25,461,8708 Alvarado Spring Apt. 685,West Nicolehaven,Alabama,15272,Trinidad and Tobago,health,drug,conference,authority,4,letter,4,https://www.mcclain-jordan.com/,True
Michael Moss,001-404-679-1404x2203,2236520276335113,11/25,535,7531 Cochran Shore Suite 433,South Derekton,Oregon,23902,Cameroon,really,skill,exactly,work,4,couple,2,https://www.cobb.biz/,True
David Davis,(206)290-0945x373,2448390224492513,06/24,858,2366 Michael Club,New Johnland,Arkansas,11772,Dominican Republic,fear,view,seem,form,3,relate,1,http://miles-clark.com/,False
Justin Ford,831-300-8378x64233,2228174850082590,03/27,381,90783 Wong Avenue,Malonechester,California,09806,Moldova,key,discussion,though,manager,7,effect,4,https://www.wilson.com/,False
Tammy Ford,001-334-457-1471,2268270622157081,10/33,747,02096 Michelle Locks,Mooreland,West Virginia,55947,Central African Republic,seven,set,pattern,probably,7,inside,2,https://williams.com/,True
